Country,Year,Measure_group,OBS_VALUE_use
Netherlands,2020,Domestic/Public Use,2013.8999999999999
Netherlands,2020,Energy Production,2.6
Netherlands,2020,Industry,439.6
Netherlands,2020,Services,107.1
Netherlands,2021,Agriculture,40.6
Netherlands,2021,Domestic/Public Use,1936.9
Netherlands,2021,Energy Production,3.8
Netherlands,2021,Industry,471.9
Netherlands,2021,Services,106.9
Norway,1985,Domestic/Public Use,426.0
Norway,1985,Industry,71.0
Norway,1985,Services,41.0
Norway,1990,Domestic/Public Use,300.0
Norway,1990,Industry,75.0
Norway,1994,Domestic/Public Use,861.0
Norway,1994,Industry,105.0
Norway,1994,Services,148.0
Norway,1996,Domestic/Public Use,289.0
Norway,1996,Services,129.0
Norway,1998,Domestic/Public Use,293.0
Norway,1999,Domestic/Public Use,295.0
Norway,1999,Industry,833.0
Norway,2000,Domestic/Public Use,297.0
Norway,2000,Industry,0.6
Norway,2001,Domestic/Public Use,298.0
Norway,2001,Industry,0.7
Norway,2002,Domestic/Public Use,299.0
Norway,2003,Domestic/Public Use,301.0
Norway,2003,Industry,181.0
Norway,2004,Domestic/Public Use,336.2
Norway,2004,Industry,30.5
Norway,2004,Services,95.5
Norway,2005,Domestic/Public Use,346.5
Norway,2005,Industry,395.5
Norway,2005,Services,108.3
Norway,2006,Domestic/Public Use,358.8
Norway,2006,Industry,381.8
Norway,2006,Services,108.8
Norway,2007,Domestic/Public Use,363.1
Norway,2007,Industry,412.1
Norway,2007,Services,107.9
Norway,2008,Domestic/Public Use,367.9
Norway,2008,Industry,397.8
Norway,2008,Services,111.3
Norway,2009,Domestic/Public Use,372.4
Norway,2009,Industry,369.3
Norway,2009,Services,118.6
Norway,2015,Agriculture,25.7997
Norway,2015,Domestic/Public Use,898.9585
Norway,2015,Industry,93.52393
Norway,2015,Services,52.40565
Norway,2016,Agriculture,25.26984
Norway,2016,Domestic/Public Use,880.496
Norway,2016,Industry,89.23412
Norway,2016,Services,53.69841
Norway,2017,Agriculture,24.38425
Norway,2017,Domestic/Public Use,884.9122
Norway,2017,Industry,88.09793
Norway,2017,Services,53.48803
Norway,2018,Agriculture,26.70581
Norway,2018,Domestic/Public Use,940.5451
Norway,2018,Industry,96.80856
Norway,2018,Services,59.25351
Norway,2019,Agriculture,24.87768
Norway,2019,Domestic/Public Use,897.2014999999999
Norway,2019,Industry,93.09068
Norway,2019,Services,56.97791
Norway,2020,Agriculture,24.39012
Norway,2020,Domestic/Public Use,882.7650000000001
Norway,2020,Industry,90.47948
Norway,2020,Services,55.07446
Norway,2021,Agriculture,23.1335
Norway,2021,Domestic/Public Use,880.6684
Norway,2021,Industry,91.7363
Norway,2021,Services,51.05324
Norway,2022,Agriculture,23.08601
Norway,2022,Domestic/Public Use,870.3426
Norway,2022,Industry,90.03545
Norway,2022,Services,52.32829
Poland,1970,Domestic/Public Use,1951.9
Poland,1970,Industry,576.4
Poland,1975,Domestic/Public Use,2884.4
Poland,1975,Industry,533.0
Poland,1980,Domestic/Public Use,3909.1
Poland,1980,Industry,639.8
Poland,1985,Domestic/Public Use,4256.2
Poland,1985,Industry,559.0
Poland,1990,Domestic/Public Use,4322.5
Poland,1990,Industry,445.8
Poland,1991,Domestic/Public Use,4097.0
Poland,1991,Industry,375.0
Poland,1992,Domestic/Public Use,4118.700000000001
Poland,1992,Industry,272.9
Poland,1993,Domestic/Public Use,3956.5
Poland,1993,Energy Production,10.1
Poland,1993,Industry,307.1
Poland,1994,Domestic/Public Use,4056.0
Poland,1994,Energy Production,9.0
Poland,1994,Industry,358.5
Poland,1994,Services,254.8
Poland,1995,Domestic/Public Use,3815.6000000000004
Poland,1995,Energy Production,10.6
Poland,1995,Industry,160.0
Poland,1995,Services,232.5
Poland,1996,Domestic/Public Use,3629.4
Poland,1996,Energy Production,9.9
Poland,1996,Industry,103.5
Poland,1996,Services,223.4
Poland,1997,Domestic/Public Use,3503.8
Poland,1997,Energy Production,9.6
Poland,1997,Industry,114.80000000000001
Poland,1997,Services,203.8
Poland,1998,Domestic/Public Use,3346.8
Poland,1998,Energy Production,8.0
Poland,1998,Industry,83.2
Poland,1998,Services,187.5
Poland,1999,Domestic/Public Use,3255.9
Poland,1999,Energy Production,9.6
Poland,1999,Industry,72.0
Poland,1999,Services,119.3
Poland,2000,Domestic/Public Use,3114.3999999999996
Poland,2000,Energy Production,12.0
Poland,2000,Industry,102.0
Poland,2000,Services,127.9
Poland,2001,Domestic/Public Use,2981.7
Poland,2001,Energy Production,11.4
Poland,2001,Industry,88.2
Poland,2001,Services,122.0
Poland,2002,Domestic/Public Use,2910.8999999999996
Poland,2002,Energy Production,9.9
Poland,2002,Industry,78.8
Poland,2002,Services,115.9
Poland,2003,Domestic/Public Use,2925.6
Poland,2003,Energy Production,10.8
Poland,2003,Industry,75.6
Poland,2003,Services,185.1
Poland,2004,Domestic/Public Use,2828.8999999999996
Poland,2004,Energy Production,10.9
Poland,2004,Industry,81.4
Poland,2004,Services,172.2
Poland,2005,Domestic/Public Use,2806.4
Poland,2005,Energy Production,12.1
Poland,2005,Industry,82.2
Poland,2005,Services,170.0
Poland,2006,Domestic/Public Use,2825.4
Poland,2006,Energy Production,11.8
Poland,2006,Industry,77.3
Poland,2006,Services,175.9
Poland,2007,Domestic/Public Use,2773.5
Poland,2007,Energy Production,12.3
Poland,2007,Industry,80.2
Poland,2007,Services,171.0
Poland,2008,Domestic/Public Use,2792.8
Poland,2008,Energy Production,10.5
Poland,2008,Industry,61.3
Poland,2008,Services,175.7
Poland,2009,Domestic/Public Use,2738.8
Poland,2009,Energy Production,9.6
Poland,2009,Industry,56.2
Poland,2009,Services,174.5
Poland,2010,Domestic/Public Use,2739.0
Poland,2010,Energy Production,8.6
Poland,2010,Industry,56.5
Poland,2010,Services,171.7
Poland,2011,Domestic/Public Use,2746.7
Poland,2011,Energy Production,9.4
Poland,2011,Industry,58.199999999999996
Poland,2011,Services,168.0
Poland,2012,Domestic/Public Use,2739.6
Poland,2012,Energy Production,8.6
Poland,2012,Industry,56.9
Poland,2012,Services,165.6
Poland,2013,Domestic/Public Use,2712.8999999999996
Poland,2013,Energy Production,8.7
Poland,2013,Industry,59.1
Poland,2013,Services,158.5
Poland,2014,Domestic/Public Use,2733.0
Poland,2014,Energy Production,7.0
Poland,2014,Industry,80.2
Poland,2014,Services,159.6
Poland,2015,Domestic/Public Use,2831.6
Poland,2015,Energy Production,5.4
Poland,2015,Industry,71.89999999999999
Poland,2015,Services,160.8
Poland,2016,Agriculture,0.535
Poland,2016,Domestic/Public Use,2835.0280000000002
Poland,2016,Energy Production,6.0
Poland,2016,Industry,65.689
Poland,2016,Services,160.603
Poland,2017,Agriculture,0.587
Poland,2017,Domestic/Public Use,2808.1769999999997
Poland,2017,Energy Production,6.005
Poland,2017,Industry,67.248
Poland,2017,Services,160.894
Poland,2018,Agriculture,0.553
Poland,2018,Domestic/Public Use,2946.559
Poland,2018,Energy Production,3.582
Poland,2018,Industry,67.859
Poland,2018,Services,172.875
Poland,2019,Agriculture,0.85
Poland,2019,Domestic/Public Use,2968.33
Poland,2019,Energy Production,3.99
Poland,2019,Industry,67.27
Poland,2019,Services,172.67
Poland,2020,Agriculture,0.67
Poland,2020,Domestic/Public Use,2936.15
Poland,2020,Energy Production,1.5
Poland,2020,Industry,78.78999999999999
Poland,2020,Services,157.66
Poland,2021,Agriculture,0.88
Poland,2021,Domestic/Public Use,2912.58
Poland,2021,Energy Production,2.11
Poland,2021,Industry,83.0
Poland,2021,Services,166.35
Poland,2022,Agriculture,0.71
Poland,2022,Domestic/Public Use,2947.96
Poland,2022,Energy Production,2.27
Poland,2022,Industry,97.75
Poland,2022,Services,181.31
Portugal,1980,Domestic/Public Use,302.6
Portugal,1980,Industry,56.3
Portugal,1985,Industry,45.2
Portugal,1989,Domestic/Public Use,961.0
Portugal,1989,Industry,48.0
Portugal,1989,Services,76.0
Portugal,1994,Domestic/Public Use,350.0
Portugal,1994,Services,40.0
Portugal,1998,Agriculture,6550.9
Portugal,1998,Domestic/Public Use,9433.6
Portugal,2005,Agriculture,1.1
Portugal,2005,Domestic/Public Use,1017.9
Portugal,2005,Industry,16.2
Portugal,2005,Services,27.1
Portugal,2006,Agriculture,1.2
Portugal,2006,Domestic/Public Use,1076.7
Portugal,2006,Industry,15.6
Portugal,2006,Services,26.1
Portugal,2007,Agriculture,0.9
Portugal,2007,Domestic/Public Use,1209.4
Portugal,2007,Industry,16.4
Portugal,2007,Services,13.2
Portugal,2008,Agriculture,1.1
Portugal,2008,Domestic/Public Use,1258.7
Portugal,2008,Industry,8.8
Portugal,2008,Services,13.7
Portugal,2009,Agriculture,0.7
Portugal,2009,Domestic/Public Use,1337.5
Portugal,2009,Industry,17.1
Portugal,2009,Services,10.8
Portugal,2011,Domestic/Public Use,688.2112
Portugal,2012,Domestic/Public Use,628.137
Portugal,2013,Domestic/Public Use,643.2287
Portugal,2014,Domestic/Public Use,641.0874
Portugal,2015,Domestic/Public Use,658.5158
Portugal,2016,Domestic/Public Use,664.8439
Portugal,2017,Domestic/Public Use,683.399
Portugal,2018,Domestic/Public Use,662.5607
Portugal,2019,Domestic/Public Use,672.6337
Romania,1975,Domestic/Public Use,1950.0
Romania,1980,Domestic/Public Use,2190.0
Romania,1985,Domestic/Public Use,3609.0
Romania,1990,Domestic/Public Use,4373.0
Romania,1991,Domestic/Public Use,2851.0
Romania,1992,Domestic/Public Use,2867.0
Romania,1993,Domestic/Public Use,2730.0
Romania,1994,Domestic/Public Use,2420.0
Romania,1995,Domestic/Public Use,4310.0
Romania,1996,Domestic/Public Use,4236.0
Romania,1997,Domestic/Public Use,4241.0
Romania,1998,Domestic/Public Use,4097.0
Romania,1999,Domestic/Public Use,3958.0
Romania,2000,Domestic/Public Use,3715.0
Romania,2001,Domestic/Public Use,3450.0
Romania,2002,Domestic/Public Use,3036.0
Romania,2003,Domestic/Public Use,2703.0
Romania,2004,Domestic/Public Use,2317.0
Romania,2005,Domestic/Public Use,2232.0
Romania,2012,Agriculture,3.1
Romania,2012,Domestic/Public Use,1470.9
Romania,2012,Energy Production,8.7
Romania,2012,Industry,185.4
Romania,2012,Services,78.3
Romania,2013,Agriculture,1.4
Romania,2013,Domestic/Public Use,1562.9
Romania,2013,Energy Production,5.6
Romania,2013,Industry,272.3
Romania,2013,Services,114.3
Romania,2014,Agriculture,5.6
Romania,2014,Domestic/Public Use,1354.7
Romania,2014,Energy Production,4.3
Romania,2014,Industry,246.4
Romania,2014,Services,111.4
Romania,2015,Agriculture,1.6
Romania,2015,Domestic/Public Use,1273.1
Romania,2015,Energy Production,4.2
Romania,2015,Industry,203.2
Romania,2015,Services,70.5
Romania,2016,Agriculture,2.1
Romania,2016,Domestic/Public Use,1236.0
Romania,2016,Energy Production,4.2
Romania,2016,Industry,129.4
Romania,2016,Services,102.0
Romania,2017,Agriculture,1.9
Romania,2017,Domestic/Public Use,1271.0
Romania,2017,Energy Production,4.0
Romania,2017,Industry,146.0
Romania,2017,Services,92.0
Romania,2018,Agriculture,2.0
Romania,2018,Domestic/Public Use,1274.0
Romania,2018,Energy Production,4.7
Romania,2018,Industry,147.6
Romania,2018,Services,92.3
Romania,2019,Agriculture,1.9
Romania,2019,Domestic/Public Use,1315.6
Romania,2019,Energy Production,4.2
Romania,2019,Industry,154.9
Romania,2019,Services,89.9
Romania,2020,Agriculture,2.0
Romania,2020,Domestic/Public Use,1459.0
Romania,2020,Energy Production,4.0
Romania,2020,Industry,181.0
Romania,2020,Services,90.0
Romania,2021,Agriculture,2.0
Romania,2021,Domestic/Public Use,1374.0
Romania,2021,Energy Production,7.0
Romania,2021,Industry,143.0
Romania,2021,Services,84.0
Romania,2022,Agriculture,1.62
Romania,2022,Domestic/Public Use,1475.4267
Romania,2022,Energy Production,7.0628
Romania,2022,Industry,160.197
Romania,2022,Services,95.1411
Slovenia,1980,Domestic/Public Use,220.1
Slovenia,1980,Industry,99.9
Slovenia,1985,Domestic/Public Use,234.39999999999998
Slovenia,1985,Industry,83.0
Slovenia,1989,Domestic/Public Use,176.7
Slovenia,1989,Industry,85.5
Slovenia,1990,Domestic/Public Use,252.3
Slovenia,1990,Industry,79.8
Slovenia,1991,Domestic/Public Use,247.5
Slovenia,1991,Industry,76.7
Slovenia,1992,Domestic/Public Use,226.7
Slovenia,1992,Industry,66.0
Slovenia,1993,Domestic/Public Use,231.1
Slovenia,1993,Industry,62.1
Slovenia,1994,Domestic/Public Use,240.10000000000002
Slovenia,1994,Industry,56.6
Slovenia,1995,Domestic/Public Use,229.3
Slovenia,1995,Industry,56.3
Slovenia,1996,Domestic/Public Use,194.0
Slovenia,1996,Industry,24.400000000000002
Slovenia,1997,Domestic/Public Use,194.39999999999998
Slovenia,1997,Industry,23.2
Slovenia,1998,Domestic/Public Use,196.6
Slovenia,1998,Energy Production,0.8
Slovenia,1998,Industry,48.0
Slovenia,1999,Domestic/Public Use,200.4
Slovenia,1999,Energy Production,0.8
Slovenia,1999,Industry,51.400000000000006
Slovenia,2000,Domestic/Public Use,196.2
Slovenia,2000,Energy Production,0.7
Slovenia,2000,Industry,59.0
Slovenia,2001,Domestic/Public Use,194.2
Slovenia,2001,Energy Production,0.8
Slovenia,2001,Industry,54.5
Slovenia,2002,Agriculture,1.0
Slovenia,2002,Domestic/Public Use,214.5
Slovenia,2002,Energy Production,0.6
Slovenia,2002,Industry,65.0
Slovenia,2002,Services,6.1
Slovenia,2003,Agriculture,5.8
Slovenia,2003,Domestic/Public Use,219.8
Slovenia,2003,Energy Production,0.6
Slovenia,2003,Industry,49.8
Slovenia,2003,Services,6.2
Slovenia,2004,Agriculture,4.6
Slovenia,2004,Domestic/Public Use,208.7
Slovenia,2004,Energy Production,0.6
Slovenia,2004,Industry,47.9
Slovenia,2004,Services,7.0
Slovenia,2005,Agriculture,4.9
Slovenia,2005,Domestic/Public Use,204.1
Slovenia,2005,Energy Production,0.4
Slovenia,2005,Industry,46.7
Slovenia,2005,Services,8.3
Slovenia,2006,Domestic/Public Use,86.11
Slovenia,2006,Industry,26.53
Slovenia,2007,Domestic/Public Use,88.06
Slovenia,2007,Industry,24.64
Slovenia,2008,Domestic/Public Use,210.65
Slovenia,2008,Industry,23.2
Slovenia,2009,Domestic/Public Use,203.43
Slovenia,2009,Industry,19.49
Slovenia,2010,Domestic/Public Use,85.0
Slovenia,2010,Industry,19.2
Slovenia,2011,Domestic/Public Use,83.44
Slovenia,2011,Industry,17.78
Slovenia,2012,Agriculture,1.9
Slovenia,2012,Domestic/Public Use,200.4
Slovenia,2012,Energy Production,0.3
Slovenia,2012,Industry,30.0
Slovenia,2012,Services,16.0
Slovenia,2013,Agriculture,1.8
Slovenia,2013,Domestic/Public Use,186.8
Slovenia,2013,Energy Production,0.2
Slovenia,2013,Industry,27.3
Slovenia,2013,Services,18.5
Slovenia,2014,Agriculture,3.14
Slovenia,2014,Domestic/Public Use,188.67
Slovenia,2014,Energy Production,0.2
Slovenia,2014,Industry,27.75
Slovenia,2014,Services,19.6
Slovenia,2015,Agriculture,3.13
Slovenia,2015,Domestic/Public Use,190.5
Slovenia,2015,Energy Production,0.2
Slovenia,2015,Industry,28.14
Slovenia,2015,Services,20.8
Slovenia,2016,Agriculture,2.4
Slovenia,2016,Domestic/Public Use,190.60000000000002
Slovenia,2016,Energy Production,0.2
Slovenia,2016,Industry,27.9
Slovenia,2016,Services,21.8
Slovenia,2017,Agriculture,2.4
Slovenia,2017,Domestic/Public Use,195.6
Slovenia,2017,Energy Production,0.2
Slovenia,2017,Industry,29.7
Slovenia,2017,Services,25.1
Slovenia,2018,Agriculture,1.82
Slovenia,2018,Domestic/Public Use,195.84199999999998
Slovenia,2018,Energy Production,0.112
Slovenia,2018,Industry,29.247
Slovenia,2018,Services,25.2
Slovenia,2019,Agriculture,2.45
Slovenia,2019,Domestic/Public Use,196.89
Slovenia,2019,Energy Production,0.21
Slovenia,2019,Industry,32.39
Slovenia,2019,Services,24.18
Slovenia,2020,Agriculture,2.45
Slovenia,2020,Domestic/Public Use,202.85
Slovenia,2020,Energy Production,0.13
Slovenia,2020,Industry,32.6312459
Slovenia,2020,Services,20.3
Slovenia,2021,Agriculture,2.53
Slovenia,2021,Domestic/Public Use,205.63
Slovenia,2021,Energy Production,0.13
Slovenia,2021,Industry,33.24
Slovenia,2021,Services,21.9
Slovenia,2022,Agriculture,2.5
Slovenia,2022,Domestic/Public Use,209.06
Slovenia,2022,Energy Production,0.1
Slovenia,2022,Industry,33.93
Slovenia,2022,Services,24.05
Spain,1970,Domestic/Public Use,1100.0
Spain,1970,Industry,200.0
Spain,1980,Domestic/Public Use,1740.0
Spain,1980,Industry,240.0
Spain,1985,Domestic/Public Use,1980.0
Spain,1985,Industry,250.0
Spain,1997,Agriculture,340.2
Spain,1997,Domestic/Public Use,5629.5
Spain,1997,Energy Production,41.0
Spain,1997,Industry,825.1
Spain,1997,Services,670.0
Spain,1998,Agriculture,353.8
Spain,1998,Domestic/Public Use,6028.6
Spain,1998,Energy Production,43.1
Spain,1998,Industry,856.0
Spain,1998,Services,717.2
Spain,1999,Agriculture,362.3
Spain,1999,Domestic/Public Use,6280.6
Spain,1999,Energy Production,45.0
Spain,1999,Industry,878.5
Spain,1999,Services,741.7
Spain,2000,Agriculture,49.8
Spain,2000,Domestic/Public Use,6117.1
Spain,2000,Energy Production,0.0
Spain,2000,Industry,1221.1
Spain,2000,Services,678.6
Spain,2001,Agriculture,51.3
Spain,2001,Domestic/Public Use,6233.4
Spain,2001,Energy Production,0.0
Spain,2001,Industry,1253.4
Spain,2001,Services,728.9
Spain,2002,Agriculture,74.2
Spain,2002,Domestic/Public Use,6196.1
Spain,2002,Energy Production,0.0
Spain,2002,Industry,1289.2
Spain,2002,Services,709.9
Spain,2003,Agriculture,66.5
Spain,2003,Domestic/Public Use,6468.8
Spain,2003,Energy Production,0.0
Spain,2003,Industry,1395.0
Spain,2003,Services,712.8
Spain,2004,Agriculture,57.5
Spain,2004,Domestic/Public Use,6605.5
Spain,2004,Energy Production,0.0
Spain,2004,Industry,1452.7
Spain,2004,Services,642.5
Spain,2005,Agriculture,49.4
Spain,2005,Domestic/Public Use,6536.6
Spain,2005,Energy Production,0.0
Spain,2005,Industry,1434.1
Spain,2005,Services,641.8
Spain,2006,Agriculture,53.2
Spain,2006,Domestic/Public Use,6399.7
Spain,2006,Energy Production,0.0
Spain,2006,Industry,1404.3
Spain,2006,Services,630.5
Spain,2007,Agriculture,62.7
Spain,2007,Domestic/Public Use,6935.3
Spain,2007,Energy Production,0.0
Spain,2007,Industry,1272.0
Spain,2007,Services,671.4
Spain,2008,Agriculture,61.3
Spain,2008,Domestic/Public Use,6784.3
Spain,2008,Energy Production,0.0
Spain,2008,Industry,1062.7
Spain,2008,Services,719.0
Spain,2009,Agriculture,58.6
Spain,2009,Domestic/Public Use,6711.4
Spain,2009,Energy Production,0.0
Spain,2009,Industry,1036.8
Spain,2009,Services,600.3
Spain,2010,Agriculture,54.1
Spain,2010,Domestic/Public Use,6465.0
Spain,2010,Energy Production,28.5
Spain,2010,Industry,1056.1
Spain,2010,Services,555.6
Spain,2011,Agriculture,37.33
Spain,2011,Domestic/Public Use,6311.369000000001
Spain,2011,Energy Production,31.4
Spain,2011,Industry,1011.6
Spain,2011,Services,792.643
Spain,2012,Agriculture,34.077
Spain,2012,Domestic/Public Use,6289.568
Spain,2012,Energy Production,31.5
Spain,2012,Industry,1004.7
Spain,2012,Services,868.601
Spain,2013,Agriculture,22.816
Spain,2013,Domestic/Public Use,6067.76
Spain,2013,Energy Production,29.3
Spain,2013,Industry,998.4
Spain,2013,Services,847.51
Spain,2014,Agriculture,25.458
Spain,2014,Domestic/Public Use,6051.818
Spain,2014,Energy Production,34.9
Spain,2014,Industry,989.5
Spain,2014,Services,812.156
Spain,2015,Agriculture,23.089
Spain,2015,Domestic/Public Use,6087.076
Spain,2015,Energy Production,28.7
Spain,2015,Industry,1014.607
Spain,2015,Services,792.52
Spain,2016,Agriculture,20.72
Spain,2016,Domestic/Public Use,6123.83
Spain,2016,Energy Production,26.5
Spain,2016,Industry,1009.08
Spain,2016,Services,775.65
Spain,2017,Agriculture,21.8
Spain,2017,Domestic/Public Use,6058.799999999999
Spain,2017,Energy Production,25.1
Spain,2017,Industry,1064.1
Spain,2017,Services,714.9
Spain,2018,Agriculture,22.8
Spain,2018,Domestic/Public Use,6019.2
Spain,2018,Energy Production,24.8
Spain,2018,Industry,1070.6
Spain,2018,Services,695.0
Spain,2019,Agriculture,17.5
Spain,2019,Domestic/Public Use,5757.7
Spain,2019,Energy Production,22.3
Spain,2019,Industry,1038.7
Spain,2019,Services,672.0
Spain,2020,Agriculture,16.8
Spain,2020,Domestic/Public Use,5523.0
Spain,2020,Energy Production,21.8
Spain,2020,Industry,1058.7
Spain,2020,Services,665.0
Sweden,1970,Domestic/Public Use,1268.0
Sweden,1970,Industry,171.0
Sweden,1970,Services,99.0
Sweden,1975,Domestic/Public Use,1322.0
Sweden,1975,Industry,158.0
Sweden,1975,Services,118.0
Sweden,1980,Domestic/Public Use,1260.0
Sweden,1980,Industry,134.0
Sweden,1980,Services,134.0
Sweden,1985,Domestic/Public Use,1264.0
Sweden,1985,Industry,117.0
Sweden,1985,Services,117.0
Sweden,1989,Domestic/Public Use,1261.0
Sweden,1989,Industry,118.0
Sweden,1989,Services,118.0
Sweden,1990,Agriculture,0.0
Sweden,1990,Domestic/Public Use,1289.0
Sweden,1990,Industry,234.0
Sweden,1990,Services,98.0
Sweden,1991,Domestic/Public Use,1286.0
Sweden,1991,Industry,116.0
Sweden,1991,Services,106.0
Sweden,1992,Domestic/Public Use,1316.0
Sweden,1992,Industry,106.0
Sweden,1992,Services,106.0
Sweden,1993,Domestic/Public Use,1321.0
Sweden,1993,Industry,104.0
Sweden,1993,Services,95.0
Sweden,1994,Domestic/Public Use,1277.0
Sweden,1994,Industry,96.0
Sweden,1994,Services,95.0
Sweden,1995,Agriculture,0.0
Sweden,1995,Domestic/Public Use,1265.0
Sweden,1995,Industry,284.0
Sweden,1995,Services,103.0
Sweden,1996,Domestic/Public Use,1265.0
Sweden,1996,Industry,94.0
Sweden,1996,Services,103.0
Sweden,1997,Domestic/Public Use,1246.0
Sweden,1997,Industry,102.0
Sweden,1997,Services,92.0
Sweden,1998,Domestic/Public Use,1246.0
Sweden,1998,Industry,102.0
Sweden,1998,Services,92.0
Sweden,1999,Domestic/Public Use,1246.0
Sweden,1999,Industry,102.0
Sweden,1999,Services,92.0
Sweden,2000,Agriculture,0.0
Sweden,2000,Domestic/Public Use,1234.0
Sweden,2000,Industry,271.0
Sweden,2000,Services,92.0
Sweden,2005,Agriculture,0.0
Sweden,2005,Domestic/Public Use,1215.0
Sweden,2005,Industry,353.0
Sweden,2005,Services,111.0
Sweden,2010,Agriculture,0.0
Sweden,2010,Domestic/Public Use,1216.0
Sweden,2010,Energy Production,7.0
Sweden,2010,Industry,329.0
Sweden,2010,Services,122.0
Sweden,2015,Agriculture,0.0
Sweden,2015,Domestic/Public Use,1178.0
Sweden,2015,Energy Production,7.0
Sweden,2015,Industry,169.0
Sweden,2015,Services,140.0
Sweden,2020,Agriculture,0.0
Sweden,2020,Domestic/Public Use,1193.0
Sweden,2020,Energy Production,8.0
Sweden,2020,Industry,202.0
Sweden,2020,Services,132.0
Switzerland,1975,Domestic/Public Use,1129.0
Switzerland,1980,Domestic/Public Use,1635.0
Switzerland,1980,Industry,306.0
Switzerland,1980,Services,75.0
Switzerland,1985,Domestic/Public Use,1761.0
Switzerland,1985,Industry,251.0
Switzerland,1985,Services,82.0
Switzerland,1989,Domestic/Public Use,1849.0
Switzerland,1989,Industry,205.0
Switzerland,1989,Services,127.0
Switzerland,1990,Domestic/Public Use,1800.0
Switzerland,1990,Industry,271.0
Switzerland,1990,Services,103.0
Switzerland,1991,Domestic/Public Use,1848.0
Switzerland,1991,Industry,270.0
Switzerland,1991,Services,96.0
Switzerland,1992,Domestic/Public Use,1892.0
Switzerland,1992,Industry,229.0
Switzerland,1992,Services,95.0
Switzerland,1993,Domestic/Public Use,1684.0
Switzerland,1993,Industry,202.0
Switzerland,1993,Services,103.0
Switzerland,1994,Domestic/Public Use,1725.0
Switzerland,1994,Industry,215.0
Switzerland,1994,Services,101.0
Switzerland,1995,Domestic/Public Use,1678.1
Switzerland,1995,Industry,217.5
Switzerland,1995,Services,91.2
Switzerland,1996,Domestic/Public Use,1668.8000000000002
Switzerland,1996,Industry,188.0
Switzerland,1996,Services,98.9
Switzerland,1997,Domestic/Public Use,1704.8
Switzerland,1997,Industry,178.2
Switzerland,1997,Services,91.0
Switzerland,1998,Domestic/Public Use,1713.0
Switzerland,1998,Industry,185.2
Switzerland,1998,Services,91.0
Switzerland,1999,Domestic/Public Use,1698.4
Switzerland,1999,Industry,178.3
Switzerland,1999,Services,89.3
Switzerland,2000,Domestic/Public Use,1582.0
Switzerland,2001,Domestic/Public Use,1566.0
Switzerland,2002,Domestic/Public Use,1602.0
Switzerland,2003,Domestic/Public Use,1670.0
Switzerland,2004,Domestic/Public Use,1537.0
Switzerland,2005,Domestic/Public Use,1539.0
Switzerland,2006,Domestic/Public Use,1490.0
Switzerland,2007,Domestic/Public Use,1468.0
Switzerland,2008,Domestic/Public Use,1461.0
Switzerland,2009,Domestic/Public Use,1414.0
Switzerland,2010,Domestic/Public Use,1376.0
Switzerland,2011,Domestic/Public Use,1377.0
Switzerland,2012,Agriculture,41.2
Switzerland,2012,Domestic/Public Use,1352.0
Switzerland,2012,Energy Production,0.0
Switzerland,2012,Industry,236.4
Switzerland,2012,Services,141.8
Switzerland,2013,Domestic/Public Use,1322.0
Switzerland,2014,Domestic/Public Use,1294.0
Switzerland,2015,Domestic/Public Use,1329.0
Switzerland,2016,Domestic/Public Use,1321.0
Switzerland,2017,Domestic/Public Use,1326.0
Switzerland,2018,Domestic/Public Use,1349.0
Switzerland,2019,Domestic/Public Use,1327.0
Switzerland,2020,Domestic/Public Use,1352.0
Switzerland,2021,Domestic/Public Use,1316.0
Switzerland,2022,Domestic/Public Use,1340.0
Ukraine,1990,Domestic/Public Use,7985.0
Ukraine,1995,Domestic/Public Use,8615.0
Ukraine,1996,Domestic/Public Use,8150.0
Ukraine,1997,Domestic/Public Use,7570.0
Ukraine,1998,Domestic/Public Use,7393.0
Ukraine,1999,Domestic/Public Use,7195.0
Ukraine,2000,Domestic/Public Use,6747.0
Ukraine,2001,Domestic/Public Use,6265.0
Ukraine,2002,Domestic/Public Use,5985.0
Ukraine,2003,Domestic/Public Use,5628.0
Ukraine,2004,Domestic/Public Use,5297.0
Ukraine,2005,Domestic/Public Use,5205.0
Ukraine,2006,Domestic/Public Use,5075.0
Ukraine,2007,Domestic/Public Use,4853.0
Ukraine,2008,Domestic/Public Use,4685.0
Ukraine,2009,Domestic/Public Use,4283.0
Ukraine,2010,Domestic/Public Use,4161.0
Ukraine,2011,Domestic/Public Use,4031.0
Ukraine,2012,Domestic/Public Use,4022.0
United Kingdom,1970,Domestic/Public Use,5111.0
United Kingdom,1975,Domestic/Public Use,6535.0
United Kingdom,1980,Domestic/Public Use,6873.0
United Kingdom,1985,Domestic/Public Use,7100.0
United Kingdom,1989,Domestic/Public Use,7277.0
United Kingdom,1990,Domestic/Public Use,7348.0
United Kingdom,1991,Domestic/Public Use,7342.7
United Kingdom,1992,Domestic/Public Use,7165.0
United Kingdom,1993,Domestic/Public Use,7190.1
United Kingdom,1994,Domestic/Public Use,7321.9
United Kingdom,1995,Domestic/Public Use,7315.3
United Kingdom,1996,Domestic/Public Use,7065.2
United Kingdom,1997,Domestic/Public Use,6836.2
United Kingdom,1998,Domestic/Public Use,6597.3
