STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SOURCE,Water source,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,OBS_STATUS_4,Observation status 4,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,AUS,Australia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2001,,2165.199951171875,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,AUS,Australia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2005,,4523,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,AUS,Australia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2009,,3214,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,AUS,Australia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2010,,2945,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,AUS,Australia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2011,,2773,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,AUS,Australia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2012,,4251,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,AUS,Australia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2013,,4775,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,AUS,Australia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2014,,4793,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,AUS,Australia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2015,,2862.1952893765,,B,Time series break,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,AUS,Australia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2016,,2898.3854384598,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,AUS,Australia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2017,,2861.5346485739,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,AUS,Australia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2018,,2992.9218167208,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,AUS,Australia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2019,,3043.8904191092,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,AUS,Australia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2020,,2988.1019093269,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,AUS,Australia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2021,,2912.4244024168,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,AUS,Australia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2022,,2889.0164773229,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,1990,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,1995,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,1990,,510,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,1993,,501.3,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,1994,,504.8,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,1995,,512,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,1996,,486.8,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,1997,,491.7,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,1998,,483.4,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,1999,,494.1,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2000,,478.9897,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2001,,472.6142,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2002,,471.3512,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2003,,484.6546,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2004,,471.8777,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2005,,456.6111,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2006,,456.3078,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2007,,449.4624,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2008,,453.1877,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2009,,457.6067,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2010,,452.1605,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2011,,469.9459,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2012,,463.5001,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2013,,470.3424,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2014,,460.6897,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2015,,466.5324,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2016,,466.4598,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2017,,456.7717,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2018,,464.2274,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2019,,453.0273,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2020,,472.9878,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2021,,462.1519,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2022,,459.2642,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,1995,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,1996,,0.1,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,1997,,0.1,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,1998,,0.1,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,1999,,0.2,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2000,,3.54,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2001,,3.56,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2002,,3.53,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2003,,3.53,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2004,,3.56,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2005,,3.51,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2006,,3.5,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2007,,3.49,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2008,,3.57,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2009,,3.64,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2010,,3.56,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2011,,3.42,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2012,,3.31,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2013,,3.39,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2014,,3.19,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2015,,3.3,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2016,,3.23,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2017,,3.08,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2018,,3.23,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BEL,Belgium,A,Annual,HH,Private households,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2019,,3.36,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BGR,Bulgaria,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2000,,2.14,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BGR,Bulgaria,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2001,,1.33,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BGR,Bulgaria,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2002,,2.24,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BGR,Bulgaria,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2003,,2.08,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BGR,Bulgaria,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2004,,1.08,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BGR,Bulgaria,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2012,,0.22,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BGR,Bulgaria,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2013,,0.29,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BGR,Bulgaria,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2014,,0.77,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BGR,Bulgaria,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2015,,0.68,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BGR,Bulgaria,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2016,,0.5,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BGR,Bulgaria,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2017,,0.63,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BGR,Bulgaria,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2018,,0.97,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BGR,Bulgaria,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2019,,0.84,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BGR,Bulgaria,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2020,,0.888,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,BGR,Bulgaria,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2021,,0.778,,A,Normal value,,,,,,,6,Millions,1,One
