Country,Year,Measure_group,OBS_VALUE_abstraction
Norway,2005,Industry & Manufacturing,2308.8
Norway,2006,Agriculture & Fisheries,225.54
Norway,2006,Domestic & Public Use,1666.0
Norway,2006,Industry & Manufacturing,2210.6
Norway,2007,Domestic & Public Use,1666.0
Norway,2007,Industry & Manufacturing,2382.4
Norway,2008,Domestic & Public Use,1652.0
Norway,2008,Industry & Manufacturing,2264.6
Norway,2009,Domestic & Public Use,1600.0
Norway,2009,Industry & Manufacturing,2054.4
Norway,2010,Domestic & Public Use,1606.0
Norway,2011,Domestic & Public Use,1638.0
Norway,2012,Domestic & Public Use,1632.0
Norway,2013,Domestic & Public Use,1676.0
Norway,2014,Domestic & Public Use,1726.0
Norway,2016,Domestic & Public Use,1464.9
Norway,2017,Domestic & Public Use,1550.899
Norway,2018,Domestic & Public Use,1639.218
Norway,2019,Domestic & Public Use,1701.8760000000002
Norway,2020,Domestic & Public Use,1537.7049
Norway,2021,Domestic & Public Use,1456.06
Norway,2022,Domestic & Public Use,1546.82937285156
Poland,1990,Agriculture & Fisheries,5546.8
Poland,1990,Domestic & Public Use,6009.2
Poland,1990,Industry & Manufacturing,2524.0
Poland,1990,Services,98.1
Poland,1991,Agriculture & Fisheries,4903.8
Poland,1991,Domestic & Public Use,5740.2
Poland,1991,Industry & Manufacturing,2252.0
Poland,1991,Services,91.6
Poland,1992,Agriculture & Fisheries,4408.3
Poland,1992,Domestic & Public Use,5676.2
Poland,1992,Industry & Manufacturing,3280.0
Poland,1992,Services,121.5
Poland,1993,Agriculture & Fisheries,4467.2
Poland,1993,Domestic & Public Use,5489.2
Poland,1993,Industry & Manufacturing,2937.2
Poland,1993,Services,113.3
Poland,1994,Agriculture & Fisheries,3926.8
Poland,1994,Domestic & Public Use,5206.8
Poland,1994,Industry & Manufacturing,2912.0
Poland,1994,Services,104.5
Poland,1995,Agriculture & Fisheries,3733.3999999999996
Poland,1995,Domestic & Public Use,4914.2
Poland,1995,Industry & Manufacturing,2875.6
Poland,1995,Services,98.10000000000001
Poland,1996,Agriculture & Fisheries,3304.5
Poland,1996,Domestic & Public Use,4755.0
Poland,1996,Industry & Manufacturing,2728.4
Poland,1996,Services,92.0
Poland,1997,Agriculture & Fisheries,3358.5
Poland,1997,Domestic & Public Use,4584.0
Poland,1997,Industry & Manufacturing,2568.1
Poland,1997,Services,122.2
Poland,1998,Agriculture & Fisheries,3110.4
Poland,1998,Domestic & Public Use,4377.9
Poland,1998,Industry & Manufacturing,2127.8
Poland,1998,Services,118.4
Poland,1999,Agriculture & Fisheries,3228.1000000000004
Poland,1999,Domestic & Public Use,4785.0
Poland,1999,Industry & Manufacturing,1940.0
Poland,1999,Services,115.5
Poland,2000,Agriculture & Fisheries,2121.2
Poland,2000,Domestic & Public Use,4700.0
Poland,2000,Industry & Manufacturing,1863.0
Poland,2000,Services,61.8
Poland,2001,Agriculture & Fisheries,2066.6
Poland,2001,Domestic & Public Use,4435.0
Poland,2001,Industry & Manufacturing,1549.8
Poland,2001,Services,56.6
Poland,2002,Agriculture & Fisheries,2216.4
Poland,2002,Domestic & Public Use,4341.0
Poland,2002,Industry & Manufacturing,1506.6
Poland,2002,Services,51.8
Poland,2003,Agriculture & Fisheries,2029.6
Poland,2003,Domestic & Public Use,4358.8
Poland,2003,Industry & Manufacturing,1161.2
Poland,2003,Services,486.8
Poland,2004,Agriculture & Fisheries,2143.0
Poland,2004,Domestic & Public Use,4205.2
Poland,2004,Industry & Manufacturing,1152.2
Poland,2004,Services,452.2
Poland,2005,Agriculture & Fisheries,2202.0
Poland,2005,Domestic & Public Use,4210.4
Poland,2005,Industry & Manufacturing,1244.8
Poland,2006,Agriculture & Fisheries,2186.0
Poland,2006,Domestic & Public Use,4257.4
Poland,2006,Industry & Manufacturing,1205.0
Poland,2007,Agriculture & Fisheries,2244.0
Poland,2007,Domestic & Public Use,4171.2
Poland,2007,Industry & Manufacturing,1171.6
Poland,2008,Agriculture & Fisheries,2297.8
Poland,2008,Domestic & Public Use,4207.2
Poland,2008,Industry & Manufacturing,1090.8
Poland,2009,Agriculture & Fisheries,2318.6
Poland,2009,Domestic & Public Use,4134.6
Poland,2009,Industry & Manufacturing,1050.4
Poland,2010,Agriculture & Fisheries,2306.6
Poland,2010,Domestic & Public Use,4124.8
Poland,2010,Industry & Manufacturing,1027.8
Poland,2010,Services,459.6
Poland,2011,Agriculture & Fisheries,2222.3999999999996
Poland,2011,Domestic & Public Use,4066.0
Poland,2011,Industry & Manufacturing,1066.0
Poland,2011,Services,442.4
Poland,2012,Agriculture & Fisheries,2204.8
Poland,2012,Domestic & Public Use,4061.6
Poland,2012,Industry & Manufacturing,1044.0
Poland,2012,Services,437.0
Poland,2013,Agriculture & Fisheries,2160.0
Poland,2013,Domestic & Public Use,3982.6
Poland,2013,Industry & Manufacturing,1068.4
Poland,2013,Services,415.0
Poland,2014,Agriculture & Fisheries,4226.4
Poland,2014,Domestic & Public Use,3976.2
Poland,2014,Industry & Manufacturing,1046.4
Poland,2014,Services,413.2
Poland,2015,Agriculture & Fisheries,3967.2
Poland,2015,Domestic & Public Use,4094.8
Poland,2015,Industry & Manufacturing,1055.2
Poland,2015,Services,412.8
Poland,2016,Agriculture & Fisheries,4170.7
Poland,2016,Domestic & Public Use,4091.881
Poland,2016,Industry & Manufacturing,1092.479
Poland,2016,Services,411.64
Poland,2017,Agriculture & Fisheries,4070.182
Poland,2017,Domestic & Public Use,4056.223
Poland,2017,Industry & Manufacturing,1097.14
Poland,2017,Services,411.84299999999996
Poland,2018,Agriculture & Fisheries,3825.724
Poland,2018,Domestic & Public Use,4256.955
Poland,2018,Industry & Manufacturing,1097.565
Poland,2018,Services,441.78
Poland,2019,Agriculture & Fisheries,2542.23
Poland,2019,Domestic & Public Use,4262.52
Poland,2019,Industry & Manufacturing,1074.7
Poland,2019,Services,439.14
Poland,2020,Agriculture & Fisheries,2404.86
Poland,2020,Domestic & Public Use,3910.3
Poland,2020,Industry & Manufacturing,1054.82
Poland,2020,Services,376.78
Poland,2021,Agriculture & Fisheries,2524.32
Poland,2021,Domestic & Public Use,4182.86
Poland,2021,Industry & Manufacturing,1059.74
Poland,2021,Services,426.15999999999997
Poland,2022,Agriculture & Fisheries,2497.14000488281
Poland,2022,Domestic & Public Use,4226.6200585938
Poland,2022,Industry & Manufacturing,994.53000610352
Poland,2022,Services,230.62599999999998
Portugal,1990,Agriculture & Fisheries,15965.2
Portugal,1990,Domestic & Public Use,1156.0
Portugal,1990,Industry & Manufacturing,732.0
Portugal,1991,Agriculture & Fisheries,10200.0
Portugal,1991,Domestic & Public Use,400.0
Portugal,1991,Industry & Manufacturing,1100.0
Portugal,1994,Agriculture & Fisheries,20000.0
Portugal,1994,Domestic & Public Use,1500.0
Portugal,1995,Agriculture & Fisheries,10000.0
Portugal,1998,Agriculture & Fisheries,21856.4
Portugal,1998,Domestic & Public Use,2354.3
Portugal,1998,Industry & Manufacturing,780.7
Portugal,1998,Services,8.3
Portugal,2005,Domestic & Public Use,2172.4
Portugal,2006,Domestic & Public Use,1821.6
Portugal,2007,Domestic & Public Use,1952.6
Portugal,2008,Domestic & Public Use,1813.0
Portugal,2009,Domestic & Public Use,1867.2
Portugal,2011,Domestic & Public Use,1746.8587
Portugal,2012,Domestic & Public Use,1759.7395
Portugal,2013,Domestic & Public Use,1713.6991
Portugal,2014,Domestic & Public Use,1669.3448
Portugal,2015,Domestic & Public Use,1697.5579
Portugal,2016,Domestic & Public Use,1709.1245
Portugal,2017,Domestic & Public Use,1824.2035
Portugal,2018,Domestic & Public Use,1760.7975000000001
Portugal,2019,Domestic & Public Use,1785.6839
Portugal,2020,Domestic & Public Use,1840.0558999999998
Romania,1990,Agriculture & Fisheries,22400.0
Romania,1990,Domestic & Public Use,6340.0
Romania,1990,Industry & Manufacturing,14600.0
Romania,1990,Services,100.0
Romania,1991,Agriculture & Fisheries,7142.0
Romania,1991,Domestic & Public Use,5702.0
Romania,1991,Industry & Manufacturing,7180.0
Romania,1992,Agriculture & Fisheries,9582.0
Romania,1992,Domestic & Public Use,5728.0
Romania,1992,Industry & Manufacturing,4438.0
Romania,1993,Agriculture & Fisheries,9710.0
Romania,1993,Domestic & Public Use,5460.0
Romania,1993,Industry & Manufacturing,4820.0
Romania,1994,Agriculture & Fisheries,8476.0
Romania,1994,Domestic & Public Use,4840.0
Romania,1994,Industry & Manufacturing,4580.0
Romania,1995,Agriculture & Fisheries,6240.0
Romania,1995,Domestic & Public Use,6160.0
Romania,1995,Industry & Manufacturing,3340.0
Romania,1995,Services,80.0
Romania,1996,Agriculture & Fisheries,7640.0
Romania,1996,Domestic & Public Use,5840.0
Romania,1996,Industry & Manufacturing,2940.0
Romania,1996,Services,140.0
Romania,1997,Agriculture & Fisheries,2640.0
Romania,1997,Domestic & Public Use,5900.0
Romania,1997,Industry & Manufacturing,3100.0
Romania,1997,Services,80.0
Romania,1998,Agriculture & Fisheries,3720.0
Romania,1998,Domestic & Public Use,5600.0
Romania,1998,Industry & Manufacturing,2802.0
Romania,1998,Services,80.0
Romania,1999,Agriculture & Fisheries,2586.0
Romania,1999,Domestic & Public Use,5540.0
Romania,1999,Industry & Manufacturing,2176.0
Romania,1999,Services,90.0
Romania,2000,Agriculture & Fisheries,2906.0
Romania,2000,Domestic & Public Use,5218.0
Romania,2000,Industry & Manufacturing,2064.0
Romania,2000,Services,60.0
Romania,2001,Agriculture & Fisheries,3538.0
Romania,2001,Domestic & Public Use,4924.0
Romania,2001,Industry & Manufacturing,1832.0
Romania,2001,Services,58.0
Romania,2002,Agriculture & Fisheries,3952.0
Romania,2002,Domestic & Public Use,4450.0
Romania,2002,Industry & Manufacturing,1754.0
Romania,2002,Services,56.0
Romania,2003,Agriculture & Fisheries,4390.0
Romania,2003,Domestic & Public Use,3978.0
Romania,2003,Industry & Manufacturing,1608.0
Romania,2003,Services,68.0
Romania,2004,Agriculture & Fisheries,2156.0
Romania,2004,Domestic & Public Use,3530.0
Romania,2004,Industry & Manufacturing,1484.0
Romania,2004,Services,48.0
Romania,2005,Agriculture & Fisheries,1310.6
Romania,2005,Domestic & Public Use,3372.0
Romania,2005,Industry & Manufacturing,1704.0
Romania,2005,Services,62.0
Romania,2006,Agriculture & Fisheries,1404.0
Romania,2006,Domestic & Public Use,3086.0
Romania,2006,Industry & Manufacturing,1574.0
Romania,2006,Services,60.0
Romania,2007,Agriculture & Fisheries,3634.0
Romania,2007,Domestic & Public Use,2986.0
Romania,2007,Industry & Manufacturing,1568.0
Romania,2007,Services,42.0
Romania,2008,Agriculture & Fisheries,3318.0
Romania,2008,Domestic & Public Use,3092.0
Romania,2008,Industry & Manufacturing,2134.0
Romania,2008,Services,88.0
Romania,2009,Agriculture & Fisheries,3804.0
Romania,2009,Domestic & Public Use,3010.0
Romania,2009,Industry & Manufacturing,1950.0
Romania,2009,Services,80.0
Romania,2010,Agriculture & Fisheries,2922.0
Romania,2010,Domestic & Public Use,2044.0
Romania,2010,Industry & Manufacturing,7084.0
Romania,2010,Services,22.0
Romania,2011,Agriculture & Fisheries,3820.0
Romania,2011,Domestic & Public Use,2000.0
Romania,2011,Industry & Manufacturing,6842.0
Romania,2011,Services,22.0
Romania,2012,Agriculture & Fisheries,4338.0
Romania,2012,Domestic & Public Use,2082.0
Romania,2012,Industry & Manufacturing,6422.0
Romania,2012,Services,24.0
Romania,2013,Agriculture & Fisheries,4506.0
Romania,2013,Domestic & Public Use,1938.0
Romania,2013,Industry & Manufacturing,6626.0
Romania,2013,Services,22.0
Romania,2014,Agriculture & Fisheries,4346.0
Romania,2014,Domestic & Public Use,2006.0
Romania,2014,Industry & Manufacturing,6706.0
Romania,2014,Services,26.0
Romania,2015,Agriculture & Fisheries,5122.0
Romania,2015,Domestic & Public Use,2038.0
Romania,2015,Industry & Manufacturing,6796.0
Romania,2015,Services,24.0
Romania,2016,Agriculture & Fisheries,4930.0
Romania,2016,Domestic & Public Use,2086.0
Romania,2016,Industry & Manufacturing,6764.0
Romania,2016,Services,16.0
Romania,2017,Agriculture & Fisheries,5918.0
Romania,2017,Domestic & Public Use,2070.0
Romania,2017,Industry & Manufacturing,6936.0
Romania,2017,Services,26.0
Romania,2018,Agriculture & Fisheries,2688.0
Romania,2019,Agriculture & Fisheries,3182.0
Romania,2020,Agriculture & Fisheries,9090.0
Romania,2020,Domestic & Public Use,2114.0
Romania,2020,Industry & Manufacturing,6998.0
Romania,2020,Services,40.0
Romania,2021,Agriculture & Fisheries,4939.0
Romania,2021,Domestic & Public Use,1247.0
Romania,2021,Industry & Manufacturing,3540.0
Romania,2021,Services,22.0
Romania,2022,Agriculture & Fisheries,5881.0
Romania,2022,Domestic & Public Use,1240.0
Romania,2022,Industry & Manufacturing,3462.0
Romania,2022,Services,15.0
Russia,2005,Agriculture & Fisheries,21217.0
Russia,2005,Industry & Manufacturing,6452.0
Russia,2006,Agriculture & Fisheries,21350.0
Russia,2006,Industry & Manufacturing,6290.0
Russia,2007,Agriculture & Fisheries,21490.0
Russia,2007,Industry & Manufacturing,6587.0
Russia,2008,Agriculture & Fisheries,20983.0
Russia,2008,Industry & Manufacturing,6026.0
Russia,2009,Agriculture & Fisheries,20368.0
Russia,2009,Industry & Manufacturing,5315.0
Russia,2010,Agriculture & Fisheries,19461.0
Russia,2010,Industry & Manufacturing,5553.0
Russia,2010,Services,8794.0
Russia,2011,Agriculture & Fisheries,18981.0
Russia,2011,Industry & Manufacturing,5174.0
Russia,2011,Services,8646.0
Russia,2012,Agriculture & Fisheries,18475.0
Russia,2012,Industry & Manufacturing,5013.0
Russia,2012,Services,8028.0
Russia,2013,Agriculture & Fisheries,18466.0
Russia,2013,Industry & Manufacturing,4512.0
Russia,2013,Services,7600.0
Russia,2014,Agriculture & Fisheries,18635.0
Russia,2014,Industry & Manufacturing,4324.0
Russia,2014,Services,6976.0
Russia,2015,Agriculture & Fisheries,17477.0
Russia,2015,Industry & Manufacturing,4126.0
Russia,2015,Services,6930.0
Russia,2016,Agriculture & Fisheries,18188.0
Russia,2016,Industry & Manufacturing,4184.0
Russia,2016,Services,7456.0
Russia,2017,Agriculture & Fisheries,18654.0
Russia,2017,Domestic & Public Use,11933.0
Russia,2017,Industry & Manufacturing,8960.0
Russia,2017,Services,8234.0
Russia,2018,Agriculture & Fisheries,18635.0
Russia,2018,Domestic & Public Use,11877.0
Russia,2018,Industry & Manufacturing,8997.0
Russia,2018,Services,7302.0
Russia,2019,Agriculture & Fisheries,19459.0
Russia,2019,Domestic & Public Use,11539.0
Russia,2019,Industry & Manufacturing,8956.0
Russia,2019,Services,8371.0
Russia,2020,Agriculture & Fisheries,17477.0
Russia,2020,Domestic & Public Use,11412.0
Russia,2020,Industry & Manufacturing,8551.0
Russia,2021,Agriculture & Fisheries,17887.0
Russia,2021,Domestic & Public Use,11675.0
Russia,2021,Industry & Manufacturing,8667.0
Slovenia,1990,Agriculture & Fisheries,15.6
Slovenia,1990,Domestic & Public Use,262.1
Slovenia,1990,Industry & Manufacturing,355.6
Slovenia,1991,Agriculture & Fisheries,11.600000000000001
Slovenia,1991,Domestic & Public Use,513.4
Slovenia,1991,Industry & Manufacturing,284.4
Slovenia,1992,Agriculture & Fisheries,14.8
Slovenia,1992,Domestic & Public Use,518.6
Slovenia,1992,Industry & Manufacturing,267.1
Slovenia,1993,Agriculture & Fisheries,14.0
Slovenia,1993,Domestic & Public Use,533.2
Slovenia,1993,Industry & Manufacturing,230.6
Slovenia,1994,Agriculture & Fisheries,22.0
Slovenia,1994,Domestic & Public Use,531.8
Slovenia,1994,Industry & Manufacturing,213.2
Slovenia,1995,Agriculture & Fisheries,19.2
Slovenia,1995,Domestic & Public Use,259.7
Slovenia,1995,Industry & Manufacturing,229.60000000000002
Slovenia,1995,Services,14.4
Slovenia,1996,Agriculture & Fisheries,0.4
Slovenia,1996,Domestic & Public Use,516.4
Slovenia,1996,Industry & Manufacturing,146.2
Slovenia,1997,Domestic & Public Use,507.2
Slovenia,1997,Industry & Manufacturing,147.7
Slovenia,1998,Domestic & Public Use,485.8
Slovenia,1998,Industry & Manufacturing,123.30000000000001
Slovenia,1999,Domestic & Public Use,481.5
Slovenia,1999,Industry & Manufacturing,154.8
Slovenia,2000,Industry & Manufacturing,169.6
Slovenia,2001,Industry & Manufacturing,166.6
Slovenia,2002,Agriculture & Fisheries,26.799999999999997
Slovenia,2002,Domestic & Public Use,374.2
Slovenia,2002,Industry & Manufacturing,167.6
Slovenia,2003,Agriculture & Fisheries,25.6
Slovenia,2003,Domestic & Public Use,357.4
Slovenia,2003,Industry & Manufacturing,150.4
Slovenia,2004,Agriculture & Fisheries,18.0
Slovenia,2004,Domestic & Public Use,325.0
Slovenia,2004,Industry & Manufacturing,144.0
Slovenia,2005,Agriculture & Fisheries,9.2
Slovenia,2005,Domestic & Public Use,326.8
Slovenia,2005,Industry & Manufacturing,143.8
Slovenia,2006,Agriculture & Fisheries,25.2
Slovenia,2006,Domestic & Public Use,332.4
Slovenia,2006,Industry & Manufacturing,135.4
Slovenia,2007,Agriculture & Fisheries,18.8
Slovenia,2007,Domestic & Public Use,334.8
Slovenia,2007,Industry & Manufacturing,113.2
Slovenia,2008,Agriculture & Fisheries,9.600000000000001
Slovenia,2008,Domestic & Public Use,333.4
Slovenia,2008,Industry & Manufacturing,100.0
Slovenia,2009,Agriculture & Fisheries,10.0
Slovenia,2009,Domestic & Public Use,330.8
Slovenia,2009,Industry & Manufacturing,98.69999999999999
Slovenia,2010,Agriculture & Fisheries,7.2
Slovenia,2010,Domestic & Public Use,332.4
Slovenia,2010,Industry & Manufacturing,101.60000000000001
Slovenia,2011,Agriculture & Fisheries,12.8
Slovenia,2011,Domestic & Public Use,338.2
Slovenia,2011,Industry & Manufacturing,92.0
Slovenia,2012,Agriculture & Fisheries,9.2
Slovenia,2012,Domestic & Public Use,323.4
Slovenia,2012,Industry & Manufacturing,82.60000000000001
Slovenia,2013,Agriculture & Fisheries,14.399999999999999
Slovenia,2013,Domestic & Public Use,328.0
Slovenia,2013,Industry & Manufacturing,87.80000000000001
Slovenia,2014,Agriculture & Fisheries,6.800000000000001
Slovenia,2014,Domestic & Public Use,326.0
Slovenia,2014,Industry & Manufacturing,87.8
Slovenia,2015,Agriculture & Fisheries,14.52
Slovenia,2015,Domestic & Public Use,328.8
Slovenia,2015,Industry & Manufacturing,83.2
Slovenia,2016,Agriculture & Fisheries,13.2
Slovenia,2016,Domestic & Public Use,323.6
Slovenia,2016,Industry & Manufacturing,82.80000000000001
Slovenia,2017,Agriculture & Fisheries,15.6
Slovenia,2017,Domestic & Public Use,338.6
Slovenia,2017,Industry & Manufacturing,85.00000000000001
Slovenia,2018,Agriculture & Fisheries,12.48
Slovenia,2018,Domestic & Public Use,341.38
Slovenia,2018,Industry & Manufacturing,82.6
Slovenia,2019,Agriculture & Fisheries,13.0
Slovenia,2019,Domestic & Public Use,340.08
Slovenia,2019,Industry & Manufacturing,85.38
Slovenia,2020,Agriculture & Fisheries,11.36
Slovenia,2020,Domestic & Public Use,337.8
Slovenia,2020,Industry & Manufacturing,76.28
Slovenia,2021,Agriculture & Fisheries,11.120000000000001
Slovenia,2021,Domestic & Public Use,346.8
Slovenia,2021,Industry & Manufacturing,73.96
Slovenia,2022,Agriculture & Fisheries,13.760000114440999
Slovenia,2022,Domestic & Public Use,358.60000305176
Slovenia,2022,Industry & Manufacturing,73.869999389648
Spain,1991,Agriculture & Fisheries,94800.0
Spain,1991,Domestic & Public Use,8800.0
Spain,1991,Services,4800.0
Spain,1993,Agriculture & Fisheries,68000.0
Spain,1993,Domestic & Public Use,9800.0
Spain,1993,Industry & Manufacturing,0.0
Spain,1993,Services,4800.0
Spain,1995,Agriculture & Fisheries,96464.0
Spain,1995,Domestic & Public Use,8592.0
Spain,1997,Agriculture & Fisheries,92998.0
Spain,1997,Domestic & Public Use,8786.0
Spain,1997,Industry & Manufacturing,2298.5
Spain,1997,Services,232.8
Spain,1998,Agriculture & Fisheries,99393.5
Spain,1998,Domestic & Public Use,9340.6
Spain,1998,Industry & Manufacturing,2406.4
Spain,1998,Services,248.39999999999998
Spain,1999,Agriculture & Fisheries,104650.8
Spain,1999,Domestic & Public Use,10005.6
Spain,1999,Industry & Manufacturing,2531.0
Spain,1999,Services,262.0
Spain,2000,Agriculture & Fisheries,94520.0
Spain,2000,Domestic & Public Use,10951.6
Spain,2000,Industry & Manufacturing,2613.0
Spain,2000,Services,276.2
Spain,2001,Agriculture & Fisheries,93154.0
Spain,2001,Domestic & Public Use,10766.2
Spain,2001,Industry & Manufacturing,2438.0
Spain,2001,Services,284.20000000000005
Spain,2002,Agriculture & Fisheries,91956.0
Spain,2002,Domestic & Public Use,10598.0
Spain,2002,Industry & Manufacturing,2584.8
Spain,2002,Services,299.0
Spain,2003,Agriculture & Fisheries,92880.0
Spain,2003,Domestic & Public Use,11439.4
Spain,2003,Industry & Manufacturing,2416.6
Spain,2003,Services,290.8
Spain,2004,Agriculture & Fisheries,90810.0
Spain,2004,Domestic & Public Use,11648.4
Spain,2004,Industry & Manufacturing,2230.0
Spain,2004,Services,280.0
Spain,2005,Agriculture & Fisheries,97936.0
Spain,2005,Domestic & Public Use,11780.0
Spain,2005,Industry & Manufacturing,1795.4
Spain,2005,Services,216.2
Spain,2006,Agriculture & Fisheries,92856.0
Spain,2006,Domestic & Public Use,11402.0
Spain,2006,Industry & Manufacturing,1582.0
Spain,2006,Services,194.39999999999998
Spain,2007,Agriculture & Fisheries,92720.0
Spain,2007,Domestic & Public Use,11580.0
Spain,2007,Industry & Manufacturing,1290.0
Spain,2007,Services,216.0
Spain,2008,Agriculture & Fisheries,91040.0
Spain,2008,Domestic & Public Use,11530.0
Spain,2008,Industry & Manufacturing,1006.0
Spain,2008,Services,230.0
Spain,2009,Agriculture & Fisheries,95880.0
Spain,2009,Domestic & Public Use,10900.0
Spain,2009,Industry & Manufacturing,1014.0
Spain,2009,Services,190.0
Spain,2010,Agriculture & Fisheries,93440.0
Spain,2010,Domestic & Public Use,10100.0
Spain,2010,Industry & Manufacturing,1028.0
Spain,2010,Services,172.0
Spain,2011,Agriculture & Fisheries,94798.432
Spain,2011,Domestic & Public Use,9288.281
Spain,2011,Industry & Manufacturing,997.298
Spain,2011,Services,154.0
Spain,2012,Agriculture & Fisheries,92267.15400000001
Spain,2012,Domestic & Public Use,9197.224
Spain,2012,Industry & Manufacturing,951.257
Spain,2012,Services,136.0
Spain,2013,Agriculture & Fisheries,84913.794
Spain,2013,Domestic & Public Use,9257.523000000001
Spain,2013,Industry & Manufacturing,945.043
Spain,2013,Services,133.0
Spain,2014,Agriculture & Fisheries,87854.99
Spain,2014,Domestic & Public Use,9103.598
Spain,2014,Industry & Manufacturing,939.1220000000001
Spain,2014,Services,122.6
Spain,2015,Agriculture & Fisheries,82888.0
Spain,2015,Domestic & Public Use,9470.0
Spain,2015,Industry & Manufacturing,874.44
Spain,2015,Services,84.0
Spain,2016,Agriculture & Fisheries,81460.0
Spain,2016,Domestic & Public Use,9780.0
Spain,2016,Industry & Manufacturing,771.7
Spain,2016,Services,78.0
Spain,2017,Agriculture & Fisheries,79236.0
Spain,2017,Domestic & Public Use,9388.0
Spain,2017,Industry & Manufacturing,748.0
Spain,2017,Services,70.4
Spain,2018,Agriculture & Fisheries,77016.0
Spain,2018,Domestic & Public Use,8996.2
Spain,2018,Industry & Manufacturing,724.2
Spain,2018,Services,63.0
Spain,2019,Agriculture & Fisheries,76360.0
Spain,2019,Domestic & Public Use,9024.0
Spain,2019,Industry & Manufacturing,712.2
Spain,2019,Services,64.2
Spain,2020,Agriculture & Fisheries,75840.0
Spain,2020,Domestic & Public Use,9198.0
Spain,2020,Industry & Manufacturing,708.2
Spain,2020,Services,65.6
Sweden,1990,Agriculture & Fisheries,508.0
Sweden,1990,Domestic & Public Use,2050.0
Sweden,1990,Industry & Manufacturing,3514.0
Sweden,1990,Services,72.0
Sweden,1991,Agriculture & Fisheries,558.0
Sweden,1991,Domestic & Public Use,2030.0
Sweden,1991,Industry & Manufacturing,3514.0
Sweden,1991,Services,0.0
Sweden,1992,Agriculture & Fisheries,562.0
Sweden,1992,Domestic & Public Use,2032.0
Sweden,1992,Industry & Manufacturing,3514.0
Sweden,1992,Services,0.0
Sweden,1993,Agriculture & Fisheries,562.0
Sweden,1993,Domestic & Public Use,2000.0
Sweden,1993,Industry & Manufacturing,3514.0
Sweden,1993,Services,0.0
Sweden,1994,Agriculture & Fisheries,566.0
Sweden,1994,Domestic & Public Use,2004.0
Sweden,1994,Industry & Manufacturing,3514.0
Sweden,1994,Services,0.0
Sweden,1995,Agriculture & Fisheries,514.0
Sweden,1995,Domestic & Public Use,2052.0
Sweden,1995,Industry & Manufacturing,2960.0
Sweden,1995,Services,80.0
Sweden,1996,Agriculture & Fisheries,514.0
Sweden,1996,Domestic & Public Use,2052.0
Sweden,1996,Industry & Manufacturing,2880.0
Sweden,1996,Services,80.0
Sweden,1997,Agriculture & Fisheries,514.0
Sweden,1997,Domestic & Public Use,2024.0
Sweden,1997,Industry & Manufacturing,2880.0
Sweden,1997,Services,80.0
Sweden,1998,Agriculture & Fisheries,514.0
Sweden,1998,Domestic & Public Use,2024.0
Sweden,1998,Industry & Manufacturing,2880.0
Sweden,1998,Services,80.0
Sweden,1999,Agriculture & Fisheries,514.0
Sweden,1999,Domestic & Public Use,2024.0
Sweden,1999,Industry & Manufacturing,2880.0
Sweden,1999,Services,80.0
Sweden,2000,Agriculture & Fisheries,514.0
Sweden,2000,Domestic & Public Use,2024.0
Sweden,2000,Industry & Manufacturing,2823.0
Sweden,2000,Services,46.0
Sweden,2005,Agriculture & Fisheries,352.0
Sweden,2005,Domestic & Public Use,1948.0
Sweden,2005,Industry & Manufacturing,1428.0
Sweden,2005,Services,52.0
Sweden,2010,Agriculture & Fisheries,302.0
Sweden,2010,Domestic & Public Use,1902.0
Sweden,2010,Industry & Manufacturing,3154.0
Sweden,2010,Services,36.0
Sweden,2015,Agriculture & Fisheries,246.0
Sweden,2015,Domestic & Public Use,1880.0
Sweden,2015,Industry & Manufacturing,2518.0
Sweden,2015,Services,36.0
Sweden,2020,Agriculture & Fisheries,354.0
Sweden,2020,Domestic & Public Use,1896.0
Sweden,2020,Industry & Manufacturing,2670.0
Sweden,2020,Services,36.0
Switzerland,1990,Domestic & Public Use,2324.0
Switzerland,1991,Domestic & Public Use,2386.0
Switzerland,1992,Domestic & Public Use,2384.0
Switzerland,1993,Domestic & Public Use,2132.0
Switzerland,1994,Domestic & Public Use,2184.0
Switzerland,1995,Domestic & Public Use,2135.0
Switzerland,1996,Domestic & Public Use,2103.8
Switzerland,1997,Domestic & Public Use,2111.0
Switzerland,1998,Domestic & Public Use,2125.6
Switzerland,1999,Domestic & Public Use,2114.4
Switzerland,2000,Domestic & Public Use,2132.0
Switzerland,2001,Domestic & Public Use,2072.0
Switzerland,2002,Domestic & Public Use,2138.0
Switzerland,2003,Domestic & Public Use,2170.0
Switzerland,2004,Domestic & Public Use,2058.0
Switzerland,2005,Domestic & Public Use,2008.0
Switzerland,2006,Domestic & Public Use,1960.0
Switzerland,2007,Domestic & Public Use,1920.0
Switzerland,2008,Domestic & Public Use,1960.0
Switzerland,2009,Domestic & Public Use,1934.0
Switzerland,2010,Domestic & Public Use,1880.0
Switzerland,2011,Domestic & Public Use,1908.0
Switzerland,2012,Agriculture & Fisheries,591.6
Switzerland,2012,Domestic & Public Use,1877.42
Switzerland,2012,Industry & Manufacturing,1210.6
Switzerland,2012,Services,526.6
Switzerland,2013,Domestic & Public Use,1834.0
Switzerland,2014,Domestic & Public Use,1802.0
Switzerland,2015,Domestic & Public Use,1866.0
Switzerland,2016,Domestic & Public Use,1846.0
