STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SOURCE,Source of water,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,CHL,Chile,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2008,,740.410482839,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,CHL,Chile,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2009,,746.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,CHL,Chile,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2010,,765.11,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,CHL,Chile,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2011,,785.39,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,CHL,Chile,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2012,,806.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,CHL,Chile,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2013,,827.4,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,CHL,Chile,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2014,,832.186,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,CHL,Chile,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2015,,855.622,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,CHL,Chile,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2016,,874.554,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,CHL,Chile,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2017,,889.187,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,CHL,Chile,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2018,,916.71,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,CHL,Chile,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2019,,928.62,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,CHL,Chile,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2020,,939.206,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,CHL,Chile,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2021,,956.749,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,COL,Colombia,A,Annual,PUB_FOOD,Food processing industry,M3,Cubic metres,PUBLIC,Public water supply,2010,,29.31,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,COL,Colombia,A,Annual,PUB_FOOD,Food processing industry,M3,Cubic metres,PUBLIC,Public water supply,2011,,32.75,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,COL,Colombia,A,Annual,PUB_FOOD,Food processing industry,M3,Cubic metres,PUBLIC,Public water supply,2012,,36.67,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,COL,Colombia,A,Annual,PUB_FOOD,Food processing industry,M3,Cubic metres,PUBLIC,Public water supply,2013,,41.38,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,COL,Colombia,A,Annual,PUB_FOOD,Food processing industry,M3,Cubic metres,PUBLIC,Public water supply,2014,,43.81,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,COL,Colombia,A,Annual,PUB_FOOD,Food processing industry,M3,Cubic metres,PUBLIC,Public water supply,2015,,41.09,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,COL,Colombia,A,Annual,PUB_FOOD,Food processing industry,M3,Cubic metres,PUBLIC,Public water supply,2016,,39.25,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,COL,Colombia,A,Annual,PUB_FOOD,Food processing industry,M3,Cubic metres,PUBLIC,Public water supply,2017,,39.35,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,COL,Colombia,A,Annual,PUB_FOOD,Food processing industry,M3,Cubic metres,PUBLIC,Public water supply,2018,,40.97,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,COL,Colombia,A,Annual,PUB_FOOD,Food processing industry,M3,Cubic metres,PUBLIC,Public water supply,2019,,40.89,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,COL,Colombia,A,Annual,PUB_FOOD,Food processing industry,M3,Cubic metres,PUBLIC,Public water supply,2020,,39.55,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,1970,,200,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,1980,,240,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,1985,,250,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,1997,,343.3,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,1998,,356,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,1999,,365.3,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,2000,,371.7,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,2001,,379,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,2002,,389.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,2003,,424,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,2004,,441.7,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,2005,,435.3,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,2006,,432.3,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,2007,,393.6,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,2008,,338.7,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,2009,,335.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,2010,,334,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,2011,,310,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,2012,,309.6,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,2013,,309.9,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,2014,,308.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,2015,,317.489,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,2016,,315.26,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,2017,,333.4,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,2018,,335,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,2019,,324.6,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MANU,Total manufacturing,M3,Cubic metres,PUBLIC,Public water supply,2020,,334.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,1997,,670,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,1998,,717.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,1999,,741.7,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2000,,678.6,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2001,,728.9,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2002,,709.9,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2003,,712.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2004,,642.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2005,,641.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2006,,630.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2007,,671.4,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2008,,719,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2009,,600.3,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2010,,555.6,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2011,,792.643,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2012,,868.601,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2013,,847.51,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2014,,812.156,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2015,,792.52,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2016,,775.65,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2017,,714.9,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2018,,695,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2019,,672,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2020,,665,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2000,,30.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2001,,30.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2002,,31.4,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2003,,31.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2004,,41.7,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2005,,46.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2006,,51.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2007,,42.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2008,,40.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2009,,37.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2010,,38.6,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2011,,32.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2012,,28.9,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2013,,28.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2014,,28.4,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2015,,34.93,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2016,,35.17,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2017,,39.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2018,,38.4,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2019,,35.3,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2020,,34.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GBR,United Kingdom,A,Annual,PUB_CONST,Construction,M3,Cubic metres,PUBLIC,Public water supply,2011,,9,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GRC,Greece,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2000,,205.4,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GRC,Greece,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2001,,204.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GRC,Greece,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2002,,205.7,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GRC,Greece,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2003,,214.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GRC,Greece,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2004,,215.3,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GRC,Greece,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2005,,214.6,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GRC,Greece,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2006,,213.3,,A,Normal value,6,Millions,1,One
